title,status,priority,description,due_date,estimated_duration,asset_id,total_cost,created_at,updated_at,requires_signature,category,location_name,team_name,primary_user,assigned_to,asset_name,completed_by,completed_on,archived,feedback,contractors,date_created
Review baseband alarms and software health - Baseband-Unit-DN-29,ON_HOLD,HIGH,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - DN-29. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-07,8.0,719,1200.0,2025-08-28 16:10:00,2025-08-31 16:10:00,false,Cellular Maintenance,Base Station - DN-29,Cellular Maintenance,Field Technician,,Baseband-Unit-DN-29,,,false,,,2025-08-28 16:10:00
Inspect RRU connectors and weather sealing - Radio-Unit-DN-29,IN_PROGRESS,LOW,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - DN-29. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-11,4.0,720,650.0,2026-03-23 03:54:00,2026-03-26 04:54:00,false,Cellular Maintenance,Antenna Array - DN-29,Cellular Maintenance,Field Technician,,Radio-Unit-DN-29,,,false,,,2026-03-23 03:54:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-DN-29,DONE,URGENT,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - DN-29. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-09,3.0,721,225.0,2025-07-28 15:49:00,2025-08-08 19:49:00,false,Preventive Maintenance,Storage Room - DN-29,Facilities,Facilities Supervisor,,Sensor-Gateway-DN-29,Diem Nguyen,2025-08-08 19:49:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-07-28 15:49:00
Tune wireless controller profiles and client balancing - WiFi-Controller-DN-29,DONE,MEDIUM,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - DN-29. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-12,3.0,722,262.5,2025-11-16 23:38:00,2025-12-07 02:38:00,false,Network Maintenance,Office Floor 1 - DN-29,Network Operations,Network Engineer,,WiFi-Controller-DN-29,Nam Le,2025-12-07 02:38:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-11-16 23:38:00
Validate AP channel plan and client coverage - Access-Point-DN-29,DONE,MEDIUM,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - DN-29. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-11,2.0,723,200.0,2026-03-06 18:51:00,2026-03-11 18:51:00,false,Network Maintenance,Office Floor 2 - DN-29,Network Operations,Network Engineer,,Access-Point-DN-29,Bao Nguyen,2026-03-11 18:51:00,false,Inspection completed and no critical issues were found.,,2026-03-06 18:51:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-DN-29,ON_HOLD,URGENT,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - DN-29. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-03,4.0,724,450.0,2025-10-19 14:28:00,2025-10-19 19:28:00,true,Server Maintenance,Lab A - DN-29,AI Operations,AI Specialist,,AI-Analytics-Server-DN-29,,,false,,,2025-10-19 14:28:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-DN-29,IN_PROGRESS,LOW,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - DN-29. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-15,4.0,725,500.0,2025-11-02 15:33:00,2025-11-02 21:33:00,false,Calibration,Workshop - DN-29,Network Operations,Network Engineer,,Monitoring-Appliance-DN-29,,,false,,,2025-11-02 15:33:00
Calibrate monitoring thresholds - Monitoring-System-HP-30,OPEN,LOW,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-17,6.0,726,825.0,2025-11-23 22:33:00,2025-11-24 05:33:00,false,Calibration,Infrastructure Site - HP-30,Network Operations,Network Engineer,,Monitoring-System-HP-30,,,false,,,2025-11-23 22:33:00
Quarterly preventive maintenance on core router - Core-Router-HP-30,OPEN,LOW,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-15,1.0,727,150.0,2025-04-04 02:36:00,2025-04-04 10:36:00,false,Network Maintenance,Network Operations Center (NOC) - HP-30,Network Operations,Network Engineer,,Core-Router-HP-30,,,false,,,2025-04-04 02:36:00
Review VMS storage health and recording retention - Security-VMS-Server-HP-30,DONE,URGENT,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - HP-30. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-19,3.0,728,487.5,2025-03-16 19:31:00,2025-03-19 19:31:00,false,Security Maintenance,Security Operations Center (SOC) - HP-30,Security Operations,Security Officer,,Security-VMS-Server-HP-30,Vy Do,2025-03-19 19:31:00,true,Maintenance completed successfully. Performance is stable after service.,,2025-03-16 19:31:00
Patch hypervisor host and validate cluster health - Virtualization-Host-HP-30,DONE,MEDIUM,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - HP-30. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-18,4.0,729,300.0,2025-06-29 08:36:00,2025-07-11 12:36:00,false,Server Maintenance,Server Room A - HP-30,Server Operations,System Administrator,,Virtualization-Host-HP-30,Mai Vu,2025-07-11 12:36:00,true,Corrective action implemented and follow-up checks were satisfactory.,,2025-06-29 08:36:00
Inspect storage array alerts and firmware status - Storage-Array-HP-30,OPEN,MEDIUM,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - HP-30. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-23,2.0,730,175.0,2025-06-08 02:49:00,2025-06-08 13:49:00,false,Server Maintenance,Server Room B - HP-30,Server Operations,Storage Administrator,,Storage-Array-HP-30,,,false,,,2025-06-08 02:49:00
Validate switch port configuration and error counters - Access-Switch-HP-30,IN_PROGRESS,LOW,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-23,6.0,731,600.0,2026-01-14 00:29:00,2026-01-14 12:29:00,false,Network Maintenance,Network Closet - HP-30,Network Operations,Network Engineer,,Access-Switch-HP-30,,,false,,,2026-01-14 00:29:00
Update access control firmware and credential sync - Access-Control-Panel-HP-30,OPEN,MEDIUM,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - HP-30. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-18,4.0,732,450.0,2025-06-21 11:27:00,2025-06-22 00:27:00,false,Security Maintenance,Access Control Room - HP-30,Security Operations,Security Officer,,Access-Control-Panel-HP-30,,,false,,,2025-06-21 11:27:00
Inspect NVR recording capacity and camera retention - NVR-HP-30,IN_PROGRESS,HIGH,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - HP-30. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-23,8.0,733,1000.0,2025-03-20 06:58:00,2025-03-20 20:58:00,true,Security Maintenance,Video Surveillance Room - HP-30,Security Operations,Security Officer,,NVR-HP-30,,,false,,,2025-03-20 06:58:00
Perform UPS battery health check and load test - UPS-HP-30,DONE,MEDIUM,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - HP-30. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-30,4.0,734,550.0,2026-01-18 02:35:00,2026-01-19 10:35:00,false,Power Maintenance,UPS Room - HP-30,Facilities,Electrician,,UPS-HP-30,Tien Nguyen,2026-01-19 10:35:00,false,UPS battery strings passed the load test and runtime remained within target.,,2026-01-18 02:35:00
Test ATS failover sequence - ATS-Panel-HP-30,DONE,HIGH,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - HP-30. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-30,6.0,735,900.0,2025-04-23 13:58:00,2025-04-30 13:58:00,false,Power Maintenance,Electrical Room - HP-30,Facilities,Electrician,,ATS-Panel-HP-30,Tien Nguyen,2025-04-30 13:58:00,true,Maintenance completed successfully. Performance is stable after service.,Red River Power Co.,2025-04-23 13:58:00
Replace filters and inspect cooling performance - CRAC-Unit-HP-30,DONE,MEDIUM,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - HP-30. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-07,8.0,736,1300.0,2026-03-14 20:50:00,2026-03-28 06:50:00,false,Preventive Maintenance,HVAC Plant - HP-30,Facilities,HVAC Technician,,CRAC-Unit-HP-30,Lam Ho,2026-03-28 06:50:00,false,Maintenance completed successfully. Performance is stable after service.,,2026-03-14 20:50:00
Monthly backup generator test run - Generator-HP-30,OPEN,HIGH,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - HP-30. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-27,4.0,737,300.0,2025-12-13 05:30:00,2025-12-13 23:30:00,true,Power Maintenance,Generator Yard - HP-30,Facilities,Electrician,,Generator-HP-30,,,false,,,2025-12-13 05:30:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-HP-30,DONE,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - HP-30. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-21,1.0,738,87.5,2026-02-07 00:44:00,2026-02-19 01:44:00,false,Preventive Maintenance,Reception - HP-30,Security Operations,Security Officer,,Visitor-Kiosk-HP-30,An Nguyen,2026-02-19 01:44:00,false,Inspection completed and no critical issues were found.,,2026-02-07 00:44:00
Clean camera lens and verify image quality - Loading-Bay-Camera-HP-30,OPEN,LOW,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - HP-30. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-22,4.0,739,400.0,2026-03-06 17:23:00,2026-03-07 13:23:00,false,Security Maintenance,Loading Bay - HP-30,Security Operations,Security Officer,,Loading-Bay-Camera-HP-30,,,false,,HaNoi Cooling Services,2026-03-06 17:23:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-HP-30,IN_PROGRESS,HIGH,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - HP-30. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-18,2.0,740,225.0,2025-11-15 08:58:00,2025-11-16 05:58:00,false,Network Maintenance,Roof - HP-30,Cellular Maintenance,Field Technician,,Microwave-Radio-HP-30,,,false,,,2025-11-15 08:58:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-HP-30,OPEN,LOW,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - HP-30. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-05,2.0,741,250.0,2025-03-02 04:16:00,2025-03-03 02:16:00,false,Preventive Maintenance,IDF Room 1 - HP-30,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-HP-30,,,false,,,2025-03-02 04:16:00
Verify edge switch firmware and uplink stability - Edge-Switch-HP-30,IN_PROGRESS,MEDIUM,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-01,1.0,742,137.5,2025-04-29 22:52:00,2025-04-30 21:52:00,false,Network Maintenance,IDF Room 2 - HP-30,Network Operations,Network Engineer,,Edge-Switch-HP-30,,,false,,,2025-04-29 22:52:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-HP-30,OPEN,MEDIUM,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - HP-30. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-07,8.0,743,1200.0,2025-02-14 11:45:00,2025-02-15 11:45:00,false,Cellular Maintenance,Telecom Mast - HP-30,Cellular Maintenance,Field Technician,,5G-Antenna-HP-30,,,false,,,2025-02-14 11:45:00
Review baseband alarms and software health - Baseband-Unit-HP-30,ON_HOLD,MEDIUM,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - HP-30. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-30,2.0,744,325.0,2025-08-06 06:06:00,2025-08-07 07:06:00,false,Cellular Maintenance,Base Station - HP-30,Cellular Maintenance,Field Technician,,Baseband-Unit-HP-30,,,false,,,2025-08-06 06:06:00
Inspect RRU connectors and weather sealing - Radio-Unit-HP-30,IN_PROGRESS,LOW,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - HP-30. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-01,8.0,745,600.0,2025-10-21 11:42:00,2025-10-22 13:42:00,false,Cellular Maintenance,Antenna Array - HP-30,Cellular Maintenance,Field Technician,,Radio-Unit-HP-30,,,false,,,2025-10-21 11:42:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-HP-30,DONE,URGENT,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - HP-30. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-25,4.0,746,350.0,2025-12-29 18:25:00,2026-01-11 23:25:00,false,Preventive Maintenance,Storage Room - HP-30,Facilities,Facilities Supervisor,,Sensor-Gateway-HP-30,Diem Nguyen,2026-01-11 23:25:00,false,Corrective action implemented and follow-up checks were satisfactory.,,2025-12-29 18:25:00
Tune wireless controller profiles and client balancing - WiFi-Controller-HP-30,DONE,LOW,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-02-26,4.0,747,400.0,2025-01-29 14:51:00,2025-02-08 16:51:00,false,Network Maintenance,Office Floor 1 - HP-30,Network Operations,Network Engineer,,WiFi-Controller-HP-30,Quoc Pham,2025-02-08 16:51:00,false,Work order closed after verification by the site operations team.,,2025-01-29 14:51:00
Validate AP channel plan and client coverage - Access-Point-HP-30,OPEN,LOW,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-09,6.0,748,675.0,2026-01-14 18:28:00,2026-01-15 23:28:00,false,Network Maintenance,Office Floor 2 - HP-30,Network Operations,Network Engineer,,Access-Point-HP-30,,,false,,,2026-01-14 18:28:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-HP-30,IN_PROGRESS,HIGH,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - HP-30. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-23,3.0,749,375.0,2025-04-19 22:54:00,2025-04-21 04:54:00,true,Server Maintenance,Lab A - HP-30,AI Operations,AI Specialist,,AI-Analytics-Server-HP-30,,,false,,,2025-04-19 22:54:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-HP-30,IN_PROGRESS,MEDIUM,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - HP-30. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-12,2.0,750,275.0,2025-12-28 16:02:00,2025-12-29 23:02:00,false,Calibration,Workshop - HP-30,Network Operations,Network Engineer,,Monitoring-Appliance-HP-30,,,false,,,2025-12-28 16:02:00
Calibrate monitoring thresholds - Monitoring-System-CT-31,OPEN,MEDIUM,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - CT-31. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-26,8.0,751,1200.0,2025-03-21 00:05:00,2025-03-22 08:05:00,false,Calibration,Infrastructure Site - CT-31,Network Operations,Network Engineer,,Monitoring-System-CT-31,,,false,,,2025-03-21 00:05:00
Quarterly preventive maintenance on core router - Core-Router-CT-31,OPEN,MEDIUM,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - CT-31. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-07,8.0,752,1300.0,2026-02-03 10:50:00,2026-02-04 19:50:00,false,Network Maintenance,Network Operations Center (NOC) - CT-31,Network Operations,Network Engineer,,Core-Router-CT-31,,,false,,,2026-02-03 10:50:00
Review VMS storage health and recording retention - Security-VMS-Server-CT-31,OPEN,LOW,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - CT-31. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-15,4.0,753,300.0,2025-05-10 05:26:00,2025-05-11 15:26:00,false,Security Maintenance,Security Operations Center (SOC) - CT-31,Security Operations,Security Officer,,Security-VMS-Server-CT-31,,,false,,,2025-05-10 05:26:00
Patch hypervisor host and validate cluster health - Virtualization-Host-CT-31,DONE,MEDIUM,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - CT-31. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-28,8.0,754,700.0,2025-12-15 14:00:00,2025-12-28 14:00:00,false,Server Maintenance,Server Room A - CT-31,Server Operations,System Administrator,,Virtualization-Host-CT-31,Mai Vu,2025-12-28 14:00:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-12-15 14:00:00
Inspect storage array alerts and firmware status - Storage-Array-CT-31,ON_HOLD,HIGH,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - CT-31. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2026-04-11,1.0,755,100.0,2025-12-07 20:19:00,2025-12-09 08:19:00,false,Server Maintenance,Server Room B - CT-31,Server Operations,Storage Administrator,,Storage-Array-CT-31,,,false,,,2025-12-07 20:19:00
Validate switch port configuration and error counters - Access-Switch-CT-31,DONE,MEDIUM,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - CT-31. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-27,4.0,756,450.0,2025-10-21 21:01:00,2025-10-27 01:01:00,false,Network Maintenance,Network Closet - CT-31,Network Operations,Network Engineer,,Access-Switch-CT-31,Tuan Vo,2025-10-27 01:01:00,false,Task completed successfully. Asset is operating within expected thresholds.,,2025-10-21 21:01:00
Update access control firmware and credential sync - Access-Control-Panel-CT-31,DONE,MEDIUM,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - CT-31. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-02-19,3.0,757,375.0,2025-02-04 12:28:00,2025-02-19 12:28:00,false,Security Maintenance,Access Control Room - CT-31,Security Operations,Security Officer,,Access-Control-Panel-CT-31,Ha Tran,2025-02-19 12:28:00,true,Inspection completed and no critical issues were found.,,2025-02-04 12:28:00
Inspect NVR recording capacity and camera retention - NVR-CT-31,OPEN,LOW,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - CT-31. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-09-22,1.0,758,137.5,2025-06-13 22:09:00,2025-06-15 13:09:00,false,Security Maintenance,Video Surveillance Room - CT-31,Security Operations,Security Officer,,NVR-CT-31,,,false,,,2025-06-13 22:09:00
Perform UPS battery health check and load test - UPS-CT-31,DONE,LOW,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - CT-31. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-09,4.0,759,600.0,2026-01-19 15:10:00,2026-01-31 23:10:00,false,Power Maintenance,UPS Room - CT-31,Facilities,Electrician,,UPS-CT-31,Khanh Truong,2026-01-31 23:10:00,false,UPS battery strings passed the load test and runtime remained within target.,,2026-01-19 15:10:00
Test ATS failover sequence - ATS-Panel-CT-31,IN_PROGRESS,MEDIUM,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - CT-31. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-21,2.0,760,325.0,2025-09-15 02:49:00,2025-09-16 19:49:00,false,Power Maintenance,Electrical Room - CT-31,Facilities,Electrician,,ATS-Panel-CT-31,,,false,,,2025-09-15 02:49:00
Replace filters and inspect cooling performance - CRAC-Unit-CT-31,ON_HOLD,HIGH,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - CT-31. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-08-13,4.0,761,300.0,2025-06-26 00:39:00,2025-06-27 18:39:00,false,Preventive Maintenance,HVAC Plant - CT-31,Facilities,HVAC Technician,,CRAC-Unit-CT-31,,,false,,Mekong Telecom Services,2025-06-26 00:39:00
Monthly backup generator test run - Generator-CT-31,DONE,MEDIUM,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - CT-31. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-24,3.0,762,262.5,2026-03-08 10:12:00,2026-03-12 19:12:00,false,Power Maintenance,Generator Yard - CT-31,Facilities,Electrician,,Generator-CT-31,Dat Le,2026-03-12 19:12:00,false,Corrective action implemented and follow-up checks were satisfactory.,,2026-03-08 10:12:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-CT-31,IN_PROGRESS,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - CT-31. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-15,8.0,763,800.0,2025-09-15 14:15:00,2025-09-17 10:15:00,false,Preventive Maintenance,Reception - CT-31,Security Operations,Security Officer,,Visitor-Kiosk-CT-31,,,false,,,2025-09-15 14:15:00
Clean camera lens and verify image quality - Loading-Bay-Camera-CT-31,ON_HOLD,LOW,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - CT-31. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-29,1.0,764,112.5,2025-12-03 00:11:00,2025-12-04 21:11:00,false,Security Maintenance,Loading Bay - CT-31,Security Operations,Security Officer,,Loading-Bay-Camera-CT-31,,,false,,,2025-12-03 00:11:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-CT-31,IN_PROGRESS,MEDIUM,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - CT-31. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-16,3.0,765,375.0,2025-11-05 04:24:00,2025-11-07 02:24:00,false,Network Maintenance,Roof - CT-31,Cellular Maintenance,Field Technician,,Microwave-Radio-CT-31,,,false,,,2025-11-05 04:24:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-CT-31,ON_HOLD,HIGH,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - CT-31. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-20,2.0,766,275.0,2025-10-21 00:56:00,2025-10-22 23:56:00,true,Preventive Maintenance,IDF Room 1 - CT-31,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-CT-31,,,false,,,2025-10-21 00:56:00
Verify edge switch firmware and uplink stability - Edge-Switch-CT-31,OPEN,LOW,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - CT-31. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-25,4.0,767,600.0,2026-01-02 07:57:00,2026-01-04 07:57:00,false,Network Maintenance,IDF Room 2 - CT-31,Network Operations,Network Engineer,,Edge-Switch-CT-31,,,false,,,2026-01-02 07:57:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-CT-31,OPEN,MEDIUM,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - CT-31. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-18,2.0,768,325.0,2025-08-29 22:28:00,2025-08-31 23:28:00,false,Cellular Maintenance,Telecom Mast - CT-31,Cellular Maintenance,Field Technician,,5G-Antenna-CT-31,,,false,,,2025-08-29 22:28:00
Review baseband alarms and software health - Baseband-Unit-CT-31,ON_HOLD,HIGH,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - CT-31. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-25,4.0,769,300.0,2025-10-31 22:14:00,2025-11-03 00:14:00,true,Cellular Maintenance,Base Station - CT-31,Cellular Maintenance,Field Technician,,Baseband-Unit-CT-31,,,false,,,2025-10-31 22:14:00
Inspect RRU connectors and weather sealing - Radio-Unit-CT-31,IN_PROGRESS,MEDIUM,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - CT-31. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-12,2.0,770,175.0,2025-12-26 10:34:00,2025-12-28 13:34:00,false,Cellular Maintenance,Antenna Array - CT-31,Cellular Maintenance,Field Technician,,Radio-Unit-CT-31,,,false,,,2025-12-26 10:34:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-CT-31,ON_HOLD,HIGH,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - CT-31. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-30,4.0,771,400.0,2025-09-21 09:02:00,2025-09-23 13:02:00,true,Preventive Maintenance,Storage Room - CT-31,Facilities,Facilities Supervisor,,Sensor-Gateway-CT-31,,,false,,,2025-09-21 09:02:00
Tune wireless controller profiles and client balancing - WiFi-Controller-CT-31,DONE,HIGH,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - CT-31. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-10,4.0,772,450.0,2025-07-02 23:02:00,2025-07-08 02:02:00,true,Network Maintenance,Office Floor 1 - CT-31,Network Operations,Network Engineer,,WiFi-Controller-CT-31,Anh Hoang,2025-07-08 02:02:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-07-02 23:02:00
