ID,name,cost,category,is_consumable,part_number,description,last_price,asset_name,location_name,quantity,assigned_to,barcode,vendor
417,Power Supply Module,373.86,Network,false,PSU-C93-HN17,Replacement switch power supply,375.68,Edge-Switch-HN-17,IDF Room 2 - HN-17,52,Network Engineer,PRT-HN17-0417,Cisco
418,RF Jumper Cable,83.36,Cellular,true,RFC-AIR-HN17,Low-loss RF jumper cable,83.78,5G-Antenna-HN-17,Telecom Mast - HN-17,270,Field Technician,PRT-HN17-0418,Ericsson
419,Timing Module,829.58,Cellular,false,TIM-BBU-HN17,Synchronization module for BBU,843.18,Baseband-Unit-HN-17,Base Station - HN-17,28,Field Technician,PRT-HN17-0419,Nokia
420,Surge Protector,64.28,Cellular,true,SPD-RRU-HN17,Outdoor RF surge protector,63.78,Radio-Unit-HN-17,Antenna Array - HN-17,325,Field Technician,PRT-HN17-0420,Ericsson
421,Antenna Kit,47.53,Facilities,false,ANT-IOT-HN17,LTE antenna kit for gateway,49.47,Sensor-Gateway-HN-17,Storage Room - HN-17,10,Facilities Supervisor,PRT-HN17-0421,Advantech
422,Controller SSD,258.83,Network,false,SSD-WLC-HN17,SSD for wireless controller,269.75,WiFi-Controller-HN-17,Office Floor 1 - HN-17,29,Network Engineer,PRT-HN17-0422,Cisco
423,PoE Injector,69.18,Network,false,POE-AP-HN17,802.3at PoE injector,69.56,Access-Point-HN-17,Office Floor 2 - HN-17,12,Network Engineer,PRT-HN17-0423,Aruba
424,GPU Accelerator,12486.51,Server,false,GPU-A100-HN17,NVIDIA A100 Tensor Core GPU,12198.69,AI-Analytics-Server-HN-17,Lab A - HN-17,3,AI Specialist,PRT-HN17-0424,NVIDIA
425,Capture SSD,475.27,Network,false,SSD-NMA-HN17,High-write SSD for packet capture,466.97,Monitoring-Appliance-HN-17,Workshop - HN-17,11,Network Engineer,PRT-HN17-0425,Fluke
426,SSD Module,427.71,Network,false,SSD-OBS-HN18,Enterprise SSD for monitoring appliance,433.98,Monitoring-System-HN-18,Infrastructure Site - HN-18,27,Network Engineer,PRT-HN18-0426,SolarWinds
427,Cisco Line Card,8478.93,Network,false,LC-ASR-HN18,100G line card for ASR series router,8351.48,Core-Router-HN-18,Network Operations Center (NOC) - HN-18,35,Network Engineer,PRT-HN18-0427,Cisco
428,RAID Drive,383.51,Security,false,DRV-VMS-HN18,12TB surveillance-rated HDD,378.4,Security-VMS-Server-HN-18,Security Operations Center (SOC) - HN-18,6,Security Officer,PRT-HN18-0428,Milestone
429,Server Memory Kit,633.66,Server,false,RAM-R750-HN18,64GB DDR4 RDIMM memory kit,639.2,Virtualization-Host-HN-18,Server Room A - HN-18,22,System Administrator,PRT-HN18-0429,Dell
430,NVMe SSD,1122.53,Server,false,SSD-AFF-HN18,Enterprise NVMe SSD for storage array,1098.95,Storage-Array-HN-18,Server Room B - HN-18,5,Storage Administrator,PRT-HN18-0430,NetApp
431,Juniper Transceiver,225.16,Network,false,SFP-EX-HN18,10G SFP+ transceiver,230.96,Access-Switch-HN-18,Network Closet - HN-18,49,Network Engineer,PRT-HN18-0431,Juniper
432,Access Card,11.6,Security,true,CARD-N2-HN18,Proximity access card,11.72,Access-Control-Panel-HN-18,Access Control Room - HN-18,219,Security Officer,PRT-HN18-0432,Paxton
433,Surveillance HDD,286.53,Security,false,HDD-NVR-HN18,8TB surveillance hard drive,283.91,NVR-HN-18,Video Surveillance Room - HN-18,2,Security Officer,PRT-HN18-0433,Hikvision
434,UPS Battery Module,401.27,Power,false,BATT-SRT-HN18,Replacement battery cartridge,417.34,UPS-HN-18,UPS Room - HN-18,18,Electrician,PRT-HN18-0434,APC
435,Contactor Kit,681.45,Power,false,CTK-ATS-HN18,Replacement contactor set for ATS panel,665.93,ATS-Panel-HN-18,Electrical Room - HN-18,23,Electrician,PRT-HN18-0435,Schneider Electric
436,Air Filter Kit,91.81,Cooling,true,FLT-PDX-HN18,Precision cooling filter pack,90.24,CRAC-Unit-HN-18,HVAC Plant - HN-18,201,HVAC Technician,PRT-HN18-0436,Vertiv
437,Generator Service Kit,188.39,Power,true,SVK-GEN-HN18,"Oil, air and fuel filter service kit",183.38,Generator-HN-18,Generator Yard - HN-18,154,Electrician,PRT-HN18-0437,Cummins
438,Camera Module,130.51,Security,false,CAM-KSK-HN18,Replacement facial recognition camera,131.87,Visitor-Kiosk-HN-18,Reception - HN-18,23,Security Officer,PRT-HN18-0438,ZKTeco
439,Mounting Bracket,58.16,Security,false,MBR-CAM-HN18,Outdoor mounting bracket,60.07,Loading-Bay-Camera-HN-18,Loading Bay - HN-18,14,Security Officer,PRT-HN18-0439,Hikvision
440,Radio Mount Kit,106.1,Network,false,MKT-IP20-HN18,Microwave radio mounting kit,105.33,Microwave-Radio-HN-18,Roof - HN-18,23,Field Technician,PRT-HN18-0440,Ceragon
441,LC Connector Pack,19.3,Cabling,true,LC-CONN-HN18,Single-mode LC connector pack,19.9,Fiber-Patch-Panel-HN-18,IDF Room 1 - HN-18,375,Cabling Technician,PRT-HN18-0441,Corning
442,Power Supply Module,368.23,Network,false,PSU-C93-HN18,Replacement switch power supply,366.97,Edge-Switch-HN-18,IDF Room 2 - HN-18,55,Network Engineer,PRT-HN18-0442,Cisco
443,RF Jumper Cable,80.12,Cellular,true,RFC-AIR-HN18,Low-loss RF jumper cable,81.67,5G-Antenna-HN-18,Telecom Mast - HN-18,252,Field Technician,PRT-HN18-0443,Ericsson
444,Timing Module,810.02,Cellular,false,TIM-BBU-HN18,Synchronization module for BBU,839.78,Baseband-Unit-HN-18,Base Station - HN-18,2,Field Technician,PRT-HN18-0444,Nokia
445,Surge Protector,65.47,Cellular,true,SPD-RRU-HN18,Outdoor RF surge protector,65.15,Radio-Unit-HN-18,Antenna Array - HN-18,343,Field Technician,PRT-HN18-0445,Ericsson
446,Antenna Kit,48.15,Facilities,false,ANT-IOT-HN18,LTE antenna kit for gateway,47.18,Sensor-Gateway-HN-18,Storage Room - HN-18,7,Facilities Supervisor,PRT-HN18-0446,Advantech
447,Controller SSD,263.87,Network,false,SSD-WLC-HN18,SSD for wireless controller,274.4,WiFi-Controller-HN-18,Office Floor 1 - HN-18,14,Network Engineer,PRT-HN18-0447,Cisco
448,PoE Injector,70.25,Network,false,POE-AP-HN18,802.3at PoE injector,71.6,Access-Point-HN-18,Office Floor 2 - HN-18,27,Network Engineer,PRT-HN18-0448,Aruba
449,GPU Accelerator,12538.76,Server,false,GPU-A100-HN18,NVIDIA A100 Tensor Core GPU,12414.62,AI-Analytics-Server-HN-18,Lab A - HN-18,8,AI Specialist,PRT-HN18-0449,NVIDIA
450,Capture SSD,481.47,Network,false,SSD-NMA-HN18,High-write SSD for packet capture,469.61,Monitoring-Appliance-HN-18,Workshop - HN-18,1,Network Engineer,PRT-HN18-0450,Fluke
451,SSD Module,459.0,Network,false,SSD-OBS-HCM19,Enterprise SSD for monitoring appliance,467.06,Monitoring-System-HCM-19,Infrastructure Site - HCM-19,3,Network Engineer,PRT-HCM19-0451,SolarWinds
452,Cisco Line Card,8936.23,Network,false,LC-ASR-HCM19,100G line card for ASR series router,9288.74,Core-Router-HCM-19,Network Operations Center (NOC) - HCM-19,41,Network Engineer,PRT-HCM19-0452,Cisco
453,RAID Drive,385.63,Security,false,DRV-VMS-HCM19,12TB surveillance-rated HDD,377.24,Security-VMS-Server-HCM-19,Security Operations Center (SOC) - HCM-19,7,Security Officer,PRT-HCM19-0453,Milestone
454,Server Memory Kit,627.51,Server,false,RAM-R750-HCM19,64GB DDR4 RDIMM memory kit,651.52,Virtualization-Host-HCM-19,Server Room A - HCM-19,20,System Administrator,PRT-HCM19-0454,Dell
455,NVMe SSD,1131.52,Server,false,SSD-AFF-HCM19,Enterprise NVMe SSD for storage array,1140.61,Storage-Array-HCM-19,Server Room B - HCM-19,1,Storage Administrator,PRT-HCM19-0455,NetApp
456,Juniper Transceiver,232.42,Network,false,SFP-EX-HCM19,10G SFP+ transceiver,239.58,Access-Switch-HCM-19,Network Closet - HCM-19,19,Network Engineer,PRT-HCM19-0456,Juniper
457,Access Card,11.19,Security,true,CARD-N2-HCM19,Proximity access card,11.4,Access-Control-Panel-HCM-19,Access Control Room - HCM-19,119,Security Officer,PRT-HCM19-0457,Paxton
458,Surveillance HDD,292.69,Security,false,HDD-NVR-HCM19,8TB surveillance hard drive,294.1,NVR-HCM-19,Video Surveillance Room - HCM-19,12,Security Officer,PRT-HCM19-0458,Hikvision
459,UPS Battery Module,435.35,Power,false,BATT-SRT-HCM19,Replacement battery cartridge,429.74,UPS-HCM-19,UPS Room - HCM-19,18,Electrician,PRT-HCM19-0459,APC
460,Contactor Kit,652.7,Power,false,CTK-ATS-HCM19,Replacement contactor set for ATS panel,633.42,ATS-Panel-HCM-19,Electrical Room - HCM-19,10,Electrician,PRT-HCM19-0460,Schneider Electric
461,Air Filter Kit,87.91,Cooling,true,FLT-PDX-HCM19,Precision cooling filter pack,87.21,CRAC-Unit-HCM-19,HVAC Plant - HCM-19,255,HVAC Technician,PRT-HCM19-0461,Vertiv
462,Generator Service Kit,179.72,Power,true,SVK-GEN-HCM19,"Oil, air and fuel filter service kit",181.14,Generator-HCM-19,Generator Yard - HCM-19,341,Electrician,PRT-HCM19-0462,Cummins
463,Camera Module,130.66,Security,false,CAM-KSK-HCM19,Replacement facial recognition camera,135.45,Visitor-Kiosk-HCM-19,Reception - HCM-19,4,Security Officer,PRT-HCM19-0463,ZKTeco
464,Mounting Bracket,57.09,Security,false,MBR-CAM-HCM19,Outdoor mounting bracket,56.9,Loading-Bay-Camera-HCM-19,Loading Bay - HCM-19,22,Security Officer,PRT-HCM19-0464,Hikvision
465,Radio Mount Kit,102.34,Network,false,MKT-IP20-HCM19,Microwave radio mounting kit,106.03,Microwave-Radio-HCM-19,Roof - HCM-19,17,Field Technician,PRT-HCM19-0465,Ceragon
466,LC Connector Pack,17.06,Cabling,true,LC-CONN-HCM19,Single-mode LC connector pack,17.57,Fiber-Patch-Panel-HCM-19,IDF Room 1 - HCM-19,11,Cabling Technician,PRT-HCM19-0466,Corning
467,Power Supply Module,336.16,Network,false,PSU-C93-HCM19,Replacement switch power supply,351.09,Edge-Switch-HCM-19,IDF Room 2 - HCM-19,9,Network Engineer,PRT-HCM19-0467,Cisco
468,RF Jumper Cable,88.63,Cellular,true,RFC-AIR-HCM19,Low-loss RF jumper cable,91.56,5G-Antenna-HCM-19,Telecom Mast - HCM-19,121,Field Technician,PRT-HCM19-0468,Ericsson
469,Timing Module,724.26,Cellular,false,TIM-BBU-HCM19,Synchronization module for BBU,743.43,Baseband-Unit-HCM-19,Base Station - HCM-19,6,Field Technician,PRT-HCM19-0469,Nokia
470,Surge Protector,62.55,Cellular,true,SPD-RRU-HCM19,Outdoor RF surge protector,63.13,Radio-Unit-HCM-19,Antenna Array - HCM-19,306,Field Technician,PRT-HCM19-0470,Ericsson
471,Antenna Kit,45.36,Facilities,false,ANT-IOT-HCM19,LTE antenna kit for gateway,46.06,Sensor-Gateway-HCM-19,Storage Room - HCM-19,23,Facilities Supervisor,PRT-HCM19-0471,Advantech
472,Controller SSD,293.18,Network,false,SSD-WLC-HCM19,SSD for wireless controller,286.52,WiFi-Controller-HCM-19,Office Floor 1 - HCM-19,25,Network Engineer,PRT-HCM19-0472,Cisco
473,PoE Injector,71.47,Network,false,POE-AP-HCM19,802.3at PoE injector,72.04,Access-Point-HCM-19,Office Floor 2 - HCM-19,33,Network Engineer,PRT-HCM19-0473,Aruba
474,GPU Accelerator,12758.94,Server,false,GPU-A100-HCM19,NVIDIA A100 Tensor Core GPU,13263.51,AI-Analytics-Server-HCM-19,Lab A - HCM-19,1,AI Specialist,PRT-HCM19-0474,NVIDIA
475,Capture SSD,482.48,Network,false,SSD-NMA-HCM19,High-write SSD for packet capture,489.11,Monitoring-Appliance-HCM-19,Workshop - HCM-19,25,Network Engineer,PRT-HCM19-0475,Fluke
476,SSD Module,440.87,Network,false,SSD-OBS-HCM20,Enterprise SSD for monitoring appliance,439.56,Monitoring-System-HCM-20,Infrastructure Site - HCM-20,22,Network Engineer,PRT-HCM20-0476,SolarWinds
477,Cisco Line Card,8872.74,Network,false,LC-ASR-HCM20,100G line card for ASR series router,9283.71,Core-Router-HCM-20,Network Operations Center (NOC) - HCM-20,29,Network Engineer,PRT-HCM20-0477,Cisco
478,RAID Drive,368.4,Security,false,DRV-VMS-HCM20,12TB surveillance-rated HDD,379.92,Security-VMS-Server-HCM-20,Security Operations Center (SOC) - HCM-20,26,Security Officer,PRT-HCM20-0478,Milestone
479,Server Memory Kit,657.99,Server,false,RAM-R750-HCM20,64GB DDR4 RDIMM memory kit,654.11,Virtualization-Host-HCM-20,Server Room A - HCM-20,3,System Administrator,PRT-HCM20-0479,Dell
480,NVMe SSD,1235.47,Server,false,SSD-AFF-HCM20,Enterprise NVMe SSD for storage array,1281.98,Storage-Array-HCM-20,Server Room B - HCM-20,6,Storage Administrator,PRT-HCM20-0480,NetApp
481,Juniper Transceiver,247.63,Network,false,SFP-EX-HCM20,10G SFP+ transceiver,258.29,Access-Switch-HCM-20,Network Closet - HCM-20,46,Network Engineer,PRT-HCM20-0481,Juniper
482,Access Card,12.61,Security,true,CARD-N2-HCM20,Proximity access card,12.97,Access-Control-Panel-HCM-20,Access Control Room - HCM-20,227,Security Officer,PRT-HCM20-0482,Paxton
483,Surveillance HDD,302.43,Security,false,HDD-NVR-HCM20,8TB surveillance hard drive,302.29,NVR-HCM-20,Video Surveillance Room - HCM-20,11,Security Officer,PRT-HCM20-0483,Hikvision
484,UPS Battery Module,406.69,Power,false,BATT-SRT-HCM20,Replacement battery cartridge,397.51,UPS-HCM-20,UPS Room - HCM-20,13,Electrician,PRT-HCM20-0484,APC
485,Contactor Kit,625.15,Power,false,CTK-ATS-HCM20,Replacement contactor set for ATS panel,654.15,ATS-Panel-HCM-20,Electrical Room - HCM-20,6,Electrician,PRT-HCM20-0485,Schneider Electric
486,Air Filter Kit,99.61,Cooling,true,FLT-PDX-HCM20,Precision cooling filter pack,96.72,CRAC-Unit-HCM-20,HVAC Plant - HCM-20,173,HVAC Technician,PRT-HCM20-0486,Vertiv
487,Generator Service Kit,177.77,Power,true,SVK-GEN-HCM20,"Oil, air and fuel filter service kit",173.21,Generator-HCM-20,Generator Yard - HCM-20,227,Electrician,PRT-HCM20-0487,Cummins
488,Camera Module,150.57,Security,false,CAM-KSK-HCM20,Replacement facial recognition camera,147.4,Visitor-Kiosk-HCM-20,Reception - HCM-20,6,Security Officer,PRT-HCM20-0488,ZKTeco
489,Mounting Bracket,58.94,Security,false,MBR-CAM-HCM20,Outdoor mounting bracket,60.51,Loading-Bay-Camera-HCM-20,Loading Bay - HCM-20,9,Security Officer,PRT-HCM20-0489,Hikvision
490,Radio Mount Kit,102.08,Network,false,MKT-IP20-HCM20,Microwave radio mounting kit,103.91,Microwave-Radio-HCM-20,Roof - HCM-20,12,Field Technician,PRT-HCM20-0490,Ceragon
491,LC Connector Pack,17.85,Cabling,true,LC-CONN-HCM20,Single-mode LC connector pack,17.74,Fiber-Patch-Panel-HCM-20,IDF Room 1 - HCM-20,28,Cabling Technician,PRT-HCM20-0491,Corning
492,Power Supply Module,336.65,Network,false,PSU-C93-HCM20,Replacement switch power supply,346.12,Edge-Switch-HCM-20,IDF Room 2 - HCM-20,44,Network Engineer,PRT-HCM20-0492,Cisco
493,RF Jumper Cable,81.52,Cellular,true,RFC-AIR-HCM20,Low-loss RF jumper cable,84.46,5G-Antenna-HCM-20,Telecom Mast - HCM-20,385,Field Technician,PRT-HCM20-0493,Ericsson
494,Timing Module,735.91,Cellular,false,TIM-BBU-HCM20,Synchronization module for BBU,771.35,Baseband-Unit-HCM-20,Base Station - HCM-20,21,Field Technician,PRT-HCM20-0494,Nokia
495,Surge Protector,67.3,Cellular,true,SPD-RRU-HCM20,Outdoor RF surge protector,69.28,Radio-Unit-HCM-20,Antenna Array - HCM-20,50,Field Technician,PRT-HCM20-0495,Ericsson
496,Antenna Kit,48.56,Facilities,false,ANT-IOT-HCM20,LTE antenna kit for gateway,47.94,Sensor-Gateway-HCM-20,Storage Room - HCM-20,30,Facilities Supervisor,PRT-HCM20-0496,Advantech
497,Controller SSD,298.36,Network,false,SSD-WLC-HCM20,SSD for wireless controller,305.59,WiFi-Controller-HCM-20,Office Floor 1 - HCM-20,9,Network Engineer,PRT-HCM20-0497,Cisco
498,PoE Injector,67.39,Network,false,POE-AP-HCM20,802.3at PoE injector,68.6,Access-Point-HCM-20,Office Floor 2 - HCM-20,44,Network Engineer,PRT-HCM20-0498,Aruba
499,GPU Accelerator,12956.33,Server,false,GPU-A100-HCM20,NVIDIA A100 Tensor Core GPU,13199.2,AI-Analytics-Server-HCM-20,Lab A - HCM-20,8,AI Specialist,PRT-HCM20-0499,NVIDIA
500,Capture SSD,496.99,Network,false,SSD-NMA-HCM20,High-write SSD for packet capture,495.85,Monitoring-Appliance-HCM-20,Workshop - HCM-20,15,Network Engineer,PRT-HCM20-0500,Fluke
501,SSD Module,475.37,Network,false,SSD-OBS-DN21,Enterprise SSD for monitoring appliance,497.91,Monitoring-System-DN-21,Infrastructure Site - DN-21,21,Network Engineer,PRT-DN21-0501,SolarWinds
502,Cisco Line Card,8322.1,Network,false,LC-ASR-DN21,100G line card for ASR series router,8266.72,Core-Router-DN-21,Network Operations Center (NOC) - DN-21,24,Network Engineer,PRT-DN21-0502,Cisco
503,RAID Drive,374.86,Security,false,DRV-VMS-DN21,12TB surveillance-rated HDD,386.55,Security-VMS-Server-DN-21,Security Operations Center (SOC) - DN-21,25,Security Officer,PRT-DN21-0503,Milestone
504,Server Memory Kit,609.66,Server,false,RAM-R750-DN21,64GB DDR4 RDIMM memory kit,601.67,Virtualization-Host-DN-21,Server Room A - DN-21,4,System Administrator,PRT-DN21-0504,Dell
505,NVMe SSD,1184.29,Server,false,SSD-AFF-DN21,Enterprise NVMe SSD for storage array,1205.54,Storage-Array-DN-21,Server Room B - DN-21,6,Storage Administrator,PRT-DN21-0505,NetApp
506,Juniper Transceiver,253.79,Network,false,SFP-EX-DN21,10G SFP+ transceiver,256.22,Access-Switch-DN-21,Network Closet - DN-21,33,Network Engineer,PRT-DN21-0506,Juniper
507,Access Card,12.5,Security,true,CARD-N2-DN21,Proximity access card,12.79,Access-Control-Panel-DN-21,Access Control Room - DN-21,359,Security Officer,PRT-DN21-0507,Paxton
508,Surveillance HDD,295.56,Security,false,HDD-NVR-DN21,8TB surveillance hard drive,310.32,NVR-DN-21,Video Surveillance Room - DN-21,20,Security Officer,PRT-DN21-0508,Hikvision
509,UPS Battery Module,387.93,Power,false,BATT-SRT-DN21,Replacement battery cartridge,394.95,UPS-DN-21,UPS Room - DN-21,26,Electrician,PRT-DN21-0509,APC
510,Contactor Kit,647.11,Power,false,CTK-ATS-DN21,Replacement contactor set for ATS panel,664.59,ATS-Panel-DN-21,Electrical Room - DN-21,7,Electrician,PRT-DN21-0510,Schneider Electric
511,Air Filter Kit,97.79,Cooling,true,FLT-PDX-DN21,Precision cooling filter pack,98.33,CRAC-Unit-DN-21,HVAC Plant - DN-21,133,HVAC Technician,PRT-DN21-0511,Vertiv
512,Generator Service Kit,187.16,Power,true,SVK-GEN-DN21,"Oil, air and fuel filter service kit",191.76,Generator-DN-21,Generator Yard - DN-21,218,Electrician,PRT-DN21-0512,Cummins
513,Camera Module,139.57,Security,false,CAM-KSK-DN21,Replacement facial recognition camera,143.49,Visitor-Kiosk-DN-21,Reception - DN-21,10,Security Officer,PRT-DN21-0513,ZKTeco
514,Mounting Bracket,54.37,Security,false,MBR-CAM-DN21,Outdoor mounting bracket,53.28,Loading-Bay-Camera-DN-21,Loading Bay - DN-21,5,Security Officer,PRT-DN21-0514,Hikvision
515,Radio Mount Kit,105.86,Network,false,MKT-IP20-DN21,Microwave radio mounting kit,105.47,Microwave-Radio-DN-21,Roof - DN-21,23,Field Technician,PRT-DN21-0515,Ceragon
516,LC Connector Pack,18.83,Cabling,true,LC-CONN-DN21,Single-mode LC connector pack,19.32,Fiber-Patch-Panel-DN-21,IDF Room 1 - DN-21,300,Cabling Technician,PRT-DN21-0516,Corning
517,Power Supply Module,352.09,Network,false,PSU-C93-DN21,Replacement switch power supply,349.73,Edge-Switch-DN-21,IDF Room 2 - DN-21,49,Network Engineer,PRT-DN21-0517,Cisco
518,RF Jumper Cable,88.31,Cellular,true,RFC-AIR-DN21,Low-loss RF jumper cable,90.58,5G-Antenna-DN-21,Telecom Mast - DN-21,85,Field Technician,PRT-DN21-0518,Ericsson
519,Timing Module,736.12,Cellular,false,TIM-BBU-DN21,Synchronization module for BBU,714.74,Baseband-Unit-DN-21,Base Station - DN-21,12,Field Technician,PRT-DN21-0519,Nokia
520,Surge Protector,68.67,Cellular,true,SPD-RRU-DN21,Outdoor RF surge protector,68.33,Radio-Unit-DN-21,Antenna Array - DN-21,201,Field Technician,PRT-DN21-0520,Ericsson
521,Antenna Kit,44.27,Facilities,false,ANT-IOT-DN21,LTE antenna kit for gateway,46.29,Sensor-Gateway-DN-21,Storage Room - DN-21,11,Facilities Supervisor,PRT-DN21-0521,Advantech
522,Controller SSD,266.42,Network,false,SSD-WLC-DN21,SSD for wireless controller,269.06,WiFi-Controller-DN-21,Office Floor 1 - DN-21,19,Network Engineer,PRT-DN21-0522,Cisco
523,PoE Injector,65.15,Network,false,POE-AP-DN21,802.3at PoE injector,66.08,Access-Point-DN-21,Office Floor 2 - DN-21,38,Network Engineer,PRT-DN21-0523,Aruba
524,GPU Accelerator,12879.4,Server,false,GPU-A100-DN21,NVIDIA A100 Tensor Core GPU,13163.58,AI-Analytics-Server-DN-21,Lab A - DN-21,4,AI Specialist,PRT-DN21-0524,NVIDIA
525,Capture SSD,529.84,Network,false,SSD-NMA-DN21,High-write SSD for packet capture,545.03,Monitoring-Appliance-DN-21,Workshop - DN-21,30,Network Engineer,PRT-DN21-0525,Fluke
526,SSD Module,468.84,Network,false,SSD-OBS-HP22,Enterprise SSD for monitoring appliance,472.68,Monitoring-System-HP-22,Infrastructure Site - HP-22,4,Network Engineer,PRT-HP22-0526,SolarWinds
527,Cisco Line Card,7933.41,Network,false,LC-ASR-HP22,100G line card for ASR series router,7820.69,Core-Router-HP-22,Network Operations Center (NOC) - HP-22,38,Network Engineer,PRT-HP22-0527,Cisco
528,RAID Drive,393.37,Security,false,DRV-VMS-HP22,12TB surveillance-rated HDD,395.5,Security-VMS-Server-HP-22,Security Operations Center (SOC) - HP-22,21,Security Officer,PRT-HP22-0528,Milestone
529,Server Memory Kit,587.91,Server,false,RAM-R750-HP22,64GB DDR4 RDIMM memory kit,594.13,Virtualization-Host-HP-22,Server Room A - HP-22,17,System Administrator,PRT-HP22-0529,Dell
530,NVMe SSD,1224.18,Server,false,SSD-AFF-HP22,Enterprise NVMe SSD for storage array,1198.37,Storage-Array-HP-22,Server Room B - HP-22,3,Storage Administrator,PRT-HP22-0530,NetApp
531,Juniper Transceiver,246.64,Network,false,SFP-EX-HP22,10G SFP+ transceiver,241.11,Access-Switch-HP-22,Network Closet - HP-22,59,Network Engineer,PRT-HP22-0531,Juniper
532,Access Card,12.0,Security,true,CARD-N2-HP22,Proximity access card,11.95,Access-Control-Panel-HP-22,Access Control Room - HP-22,281,Security Officer,PRT-HP22-0532,Paxton
533,Surveillance HDD,281.82,Security,false,HDD-NVR-HP22,8TB surveillance hard drive,277.69,NVR-HP-22,Video Surveillance Room - HP-22,13,Security Officer,PRT-HP22-0533,Hikvision
534,UPS Battery Module,449.09,Power,false,BATT-SRT-HP22,Replacement battery cartridge,452.57,UPS-HP-22,UPS Room - HP-22,28,Electrician,PRT-HP22-0534,APC
535,Contactor Kit,630.03,Power,false,CTK-ATS-HP22,Replacement contactor set for ATS panel,639.52,ATS-Panel-HP-22,Electrical Room - HP-22,25,Electrician,PRT-HP22-0535,Schneider Electric
536,Air Filter Kit,91.88,Cooling,true,FLT-PDX-HP22,Precision cooling filter pack,91.87,CRAC-Unit-HP-22,HVAC Plant - HP-22,174,HVAC Technician,PRT-HP22-0536,Vertiv
537,Generator Service Kit,167.74,Power,true,SVK-GEN-HP22,"Oil, air and fuel filter service kit",164.86,Generator-HP-22,Generator Yard - HP-22,380,Electrician,PRT-HP22-0537,Cummins
538,Camera Module,141.93,Security,false,CAM-KSK-HP22,Replacement facial recognition camera,138.34,Visitor-Kiosk-HP-22,Reception - HP-22,2,Security Officer,PRT-HP22-0538,ZKTeco
539,Mounting Bracket,58.35,Security,false,MBR-CAM-HP22,Outdoor mounting bracket,56.95,Loading-Bay-Camera-HP-22,Loading Bay - HP-22,25,Security Officer,PRT-HP22-0539,Hikvision
540,Radio Mount Kit,103.67,Network,false,MKT-IP20-HP22,Microwave radio mounting kit,106.95,Microwave-Radio-HP-22,Roof - HP-22,28,Field Technician,PRT-HP22-0540,Ceragon
541,LC Connector Pack,17.91,Cabling,true,LC-CONN-HP22,Single-mode LC connector pack,18.03,Fiber-Patch-Panel-HP-22,IDF Room 1 - HP-22,180,Cabling Technician,PRT-HP22-0541,Corning
542,Power Supply Module,354.03,Network,false,PSU-C93-HP22,Replacement switch power supply,357.18,Edge-Switch-HP-22,IDF Room 2 - HP-22,7,Network Engineer,PRT-HP22-0542,Cisco
543,RF Jumper Cable,90.07,Cellular,true,RFC-AIR-HP22,Low-loss RF jumper cable,89.73,5G-Antenna-HP-22,Telecom Mast - HP-22,285,Field Technician,PRT-HP22-0543,Ericsson
544,Timing Module,788.15,Cellular,false,TIM-BBU-HP22,Synchronization module for BBU,825.93,Baseband-Unit-HP-22,Base Station - HP-22,25,Field Technician,PRT-HP22-0544,Nokia
545,Surge Protector,67.78,Cellular,true,SPD-RRU-HP22,Outdoor RF surge protector,68.08,Radio-Unit-HP-22,Antenna Array - HP-22,151,Field Technician,PRT-HP22-0545,Ericsson
546,Antenna Kit,48.58,Facilities,false,ANT-IOT-HP22,LTE antenna kit for gateway,48.88,Sensor-Gateway-HP-22,Storage Room - HP-22,25,Facilities Supervisor,PRT-HP22-0546,Advantech
547,Controller SSD,257.98,Network,false,SSD-WLC-HP22,SSD for wireless controller,256.9,WiFi-Controller-HP-22,Office Floor 1 - HP-22,5,Network Engineer,PRT-HP22-0547,Cisco
548,PoE Injector,66.52,Network,false,POE-AP-HP22,802.3at PoE injector,65.31,Access-Point-HP-22,Office Floor 2 - HP-22,23,Network Engineer,PRT-HP22-0548,Aruba
549,GPU Accelerator,13241.11,Server,false,GPU-A100-HP22,NVIDIA A100 Tensor Core GPU,13827.39,AI-Analytics-Server-HP-22,Lab A - HP-22,11,AI Specialist,PRT-HP22-0549,NVIDIA
550,Capture SSD,471.43,Network,false,SSD-NMA-HP22,High-write SSD for packet capture,490.38,Monitoring-Appliance-HP-22,Workshop - HP-22,15,Network Engineer,PRT-HP22-0550,Fluke
551,SSD Module,417.54,Network,false,SSD-OBS-CT23,Enterprise SSD for monitoring appliance,419.67,Monitoring-System-CT-23,Infrastructure Site - CT-23,7,Network Engineer,PRT-CT23-0551,SolarWinds
552,Cisco Line Card,8848.98,Network,false,LC-ASR-CT23,100G line card for ASR series router,8668.72,Core-Router-CT-23,Network Operations Center (NOC) - CT-23,35,Network Engineer,PRT-CT23-0552,Cisco
553,RAID Drive,378.66,Security,false,DRV-VMS-CT23,12TB surveillance-rated HDD,382.71,Security-VMS-Server-CT-23,Security Operations Center (SOC) - CT-23,15,Security Officer,PRT-CT23-0553,Milestone
554,Server Memory Kit,664.24,Server,false,RAM-R750-CT23,64GB DDR4 RDIMM memory kit,678.96,Virtualization-Host-CT-23,Server Room A - CT-23,8,System Administrator,PRT-CT23-0554,Dell
