ID,Status,Name,Description,Area,Parent Asset,Location Name,Barcode,Category,Assigned To,Warranty Expiry Date,Additional Info,Serial Number,Teams names,Associated Parts,Vendor,Contractor
794,OPERATIONAL,Baseband-Unit-BD-32,Nokia AirScale Baseband Unit,South,,Base Station - BD-32,BBU-BD32,Cellular Equipment,Field Technician,2030-05-12,Baseband processing for radio access network,BBUBD3225725,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
795,MAINTENANCE,Radio-Unit-BD-32,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-BD-32,Antenna Array - BD-32,RRU-BD32,Cellular Equipment,Field Technician,2027-06-26,Remote radio head for sector coverage,RRUBD3296034,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
796,OPERATIONAL,Sensor-Gateway-BD-32,Advantech WISE-6610 IoT Gateway,South,,Storage Room - BD-32,IOT-BD32,IoT,Facilities Supervisor,2030-08-19,Environmental and utility sensor concentrator,IOTBD3234217,Facilities,"Antenna Kit, DIN Clips",Advantech,
797,OPERATIONAL,WiFi-Controller-BD-32,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - BD-32,WLC-BD32,Network Equipment,Network Engineer,2027-08-16,Centralized wireless controller,WLCBD3243205,Network Operations,"Power Supplies, SSDs",Cisco,
798,OPERATIONAL,Access-Point-BD-32,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-BD-32,Office Floor 2 - BD-32,AP-BD32,Network Equipment,Network Engineer,2028-08-26,Wi-Fi 6 indoor wireless access point,APBD3219924,Network Operations,"Mounting Kit, PoE Injector",Aruba,
799,OPERATIONAL,AI-Analytics-Server-BD-32,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - BD-32,AIS-BD32,Servers,AI Specialist,2030-08-01,Accelerated AI processing node,AISBD3246226,AI Operations,"GPUs, NVLink Cables",NVIDIA,
800,OPERATIONAL,Monitoring-Appliance-BD-32,Fluke OptiView XG Network Monitoring Appliance,South,,Workshop - BD-32,NMA-BD32,Network Equipment,Network Engineer,2029-05-24,Portable and fixed network diagnostics appliance,NMABD3252389,Network Operations,"SFP Modules, SSDs",Fluke,
801,OPERATIONAL,Monitoring-System-HN-33,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HN-33,MON-HN33,Network Equipment,Network Engineer,2028-06-11,Central site monitoring appliance,MONHN3319698,Network Operations,"Power Supplies, SSDs",SolarWinds,
802,OPERATIONAL,Core-Router-HN-33,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HN-33,RTR-HN33,Network Equipment,Network Engineer,2028-07-21,Core network routing platform,RTRHN3360174,Network Operations,"Line Cards, Power Supplies",Cisco,
803,OPERATIONAL,Security-VMS-Server-HN-33,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HN-33,VMS-HN33,Security,Security Officer,2029-03-06,Video management and recording server,VMSHN3317872,Security Operations,"RAID Drives, PSUs",Milestone,
804,COMMISSIONING,Virtualization-Host-HN-33,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HN-33,SRV-HN33,Servers,System Administrator,2028-06-12,Virtualization compute cluster node,SRVHN3344690,Server Operations,"RAM, NVMe Drives",Dell,SaiGon MEP Solutions
805,STANDBY,Storage-Array-HN-33,NetApp AFF A250 Storage Array,North,,Server Room B - HN-33,SAN-HN33,Storage,Storage Administrator,2029-10-04,Shared storage array for critical workloads,SANHN3336302,Server Operations,"SSDs, Controllers",NetApp,
806,OPERATIONAL,Access-Switch-HN-33,Juniper EX4300 Access Switch,North,,Network Closet - HN-33,SW-HN33,Network Equipment,Network Engineer,2030-06-03,Access layer switch for wired users,SWHN3394604,Network Operations,"Transceivers, Fans",Juniper,
807,OPERATIONAL,Access-Control-Panel-HN-33,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HN-33,ACP-HN33,Security,Security Officer,2029-10-04,Door access control and credential management,ACPHN3380861,Security Operations,"Power Supply, Readers",Paxton,
808,OPERATIONAL,NVR-HN-33,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HN-33,NVR-HN33,Security,Security Officer,2029-06-02,Central CCTV recording system,NVRHN3394323,Security Operations,"Hard Drives, Fans",Hikvision,
809,DOWN,UPS-HN-33,APC Smart-UPS SRT 3000VA,North,,UPS Room - HN-33,UPS-HN33,Power,Electrician,2027-08-06,Online double-conversion UPS,UPSHN3323538,Facilities,"Batteries, Fan Kits",APC,
810,OPERATIONAL,ATS-Panel-HN-33,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HN-33,ATS-HN33,Power,Electrician,2027-03-13,Automatic mains/generator transfer switch,ATSHN3342846,Facilities,"Breakers, Contact Kits",Schneider Electric,
811,OPERATIONAL,CRAC-Unit-HN-33,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HN-33,CRAC-HN33,Cooling,HVAC Technician,2029-07-02,Precision cooling for IT spaces,CRACHN3375234,Facilities,"Filters, Compressor Kits",Vertiv,
812,OPERATIONAL,Generator-HN-33,Cummins C275D5 Backup Generator,North,,Generator Yard - HN-33,GEN-HN33,Power,Electrician,2027-11-01,Standby diesel generator set,GENHN3314959,Facilities,"Filters, Starter Batteries",Cummins,
813,OPERATIONAL,Visitor-Kiosk-HN-33,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HN-33,KSK-HN33,Security,Security Officer,2030-09-23,Visitor registration and facial verification terminal,KSKHN3329871,Security Operations,"Touch Panel, Camera Module",ZKTeco,
814,OPERATIONAL,Loading-Bay-Camera-HN-33,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HN-33,CCTV-HN33,Security,Security Officer,2030-12-04,High-resolution loading dock surveillance camera,CCTVHN3361292,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
815,OPERATIONAL,Microwave-Radio-HN-33,Ceragon IP-20C Microwave Radio,North,,Roof - HN-33,MWR-HN33,Network Equipment,Field Technician,2030-03-22,Roof-top point-to-point backhaul radio,MWRHN3374314,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
816,OPERATIONAL,Fiber-Patch-Panel-HN-33,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HN-33,FPP-HN33,Cabling,Cabling Technician,2029-09-06,Structured fiber distribution panel,FPPHN3319188,Infrastructure,"LC Connectors, Adapter Packs",Corning,
817,OPERATIONAL,Edge-Switch-HN-33,Cisco Catalyst 9300 Edge Switch,North,Core-Router-HN-33,IDF Room 2 - HN-33,ESW-HN33,Network Equipment,Network Engineer,2030-01-11,Edge switch for floor distribution,ESWHN3373185,Network Operations,"Power Supplies, SFP Modules",Cisco,
818,OPERATIONAL,5G-Antenna-HN-33,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HN-33,ANT-HN33,Cellular Equipment,Field Technician,2027-09-06,5G radio antenna system,ANTHN3357044,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
819,OPERATIONAL,Baseband-Unit-HN-33,Nokia AirScale Baseband Unit,North,,Base Station - HN-33,BBU-HN33,Cellular Equipment,Field Technician,2028-11-13,Baseband processing for radio access network,BBUHN3392873,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
820,OPERATIONAL,Radio-Unit-HN-33,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HN-33,Antenna Array - HN-33,RRU-HN33,Cellular Equipment,Field Technician,2030-08-18,Remote radio head for sector coverage,RRUHN3354572,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
821,MAINTENANCE,Sensor-Gateway-HN-33,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HN-33,IOT-HN33,IoT,Facilities Supervisor,2027-06-14,Environmental and utility sensor concentrator,IOTHN3348005,Facilities,"Antenna Kit, DIN Clips",Advantech,
822,OPERATIONAL,WiFi-Controller-HN-33,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HN-33,WLC-HN33,Network Equipment,Network Engineer,2027-12-28,Centralized wireless controller,WLCHN3360353,Network Operations,"Power Supplies, SSDs",Cisco,
823,OPERATIONAL,Access-Point-HN-33,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HN-33,Office Floor 2 - HN-33,AP-HN33,Network Equipment,Network Engineer,2030-09-15,Wi-Fi 6 indoor wireless access point,APHN3361131,Network Operations,"Mounting Kit, PoE Injector",Aruba,
824,OPERATIONAL,AI-Analytics-Server-HN-33,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HN-33,AIS-HN33,Servers,AI Specialist,2027-08-07,Accelerated AI processing node,AISHN3357089,AI Operations,"GPUs, NVLink Cables",NVIDIA,
825,OPERATIONAL,Monitoring-Appliance-HN-33,Fluke OptiView XG Network Monitoring Appliance,North,,Workshop - HN-33,NMA-HN33,Network Equipment,Network Engineer,2029-09-23,Portable and fixed network diagnostics appliance,NMAHN3334833,Network Operations,"SFP Modules, SSDs",Fluke,
826,OPERATIONAL,Monitoring-System-HN-34,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HN-34,MON-HN34,Network Equipment,Network Engineer,2027-10-14,Central site monitoring appliance,MONHN3413324,Network Operations,"Power Supplies, SSDs",SolarWinds,
827,OPERATIONAL,Core-Router-HN-34,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HN-34,RTR-HN34,Network Equipment,Network Engineer,2030-04-29,Core network routing platform,RTRHN3460956,Network Operations,"Line Cards, Power Supplies",Cisco,
828,MAINTENANCE,Security-VMS-Server-HN-34,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HN-34,VMS-HN34,Security,Security Officer,2027-05-10,Video management and recording server,VMSHN3494332,Security Operations,"RAID Drives, PSUs",Milestone,Danang Engineering Works
829,OPERATIONAL,Virtualization-Host-HN-34,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HN-34,SRV-HN34,Servers,System Administrator,2027-02-03,Virtualization compute cluster node,SRVHN3417347,Server Operations,"RAM, NVMe Drives",Dell,
830,MAINTENANCE,Storage-Array-HN-34,NetApp AFF A250 Storage Array,North,,Server Room B - HN-34,SAN-HN34,Storage,Storage Administrator,2028-11-22,Shared storage array for critical workloads,SANHN3415611,Server Operations,"SSDs, Controllers",NetApp,Alpha Secure Systems
831,OPERATIONAL,Access-Switch-HN-34,Juniper EX4300 Access Switch,North,,Network Closet - HN-34,SW-HN34,Network Equipment,Network Engineer,2030-09-01,Access layer switch for wired users,SWHN3470079,Network Operations,"Transceivers, Fans",Juniper,
832,DOWN,Access-Control-Panel-HN-34,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HN-34,ACP-HN34,Security,Security Officer,2030-10-20,Door access control and credential management,ACPHN3480328,Security Operations,"Power Supply, Readers",Paxton,
833,OPERATIONAL,NVR-HN-34,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HN-34,NVR-HN34,Security,Security Officer,2027-11-02,Central CCTV recording system,NVRHN3440537,Security Operations,"Hard Drives, Fans",Hikvision,
834,OPERATIONAL,UPS-HN-34,APC Smart-UPS SRT 3000VA,North,,UPS Room - HN-34,UPS-HN34,Power,Electrician,2027-05-28,Online double-conversion UPS,UPSHN3495699,Facilities,"Batteries, Fan Kits",APC,
835,OPERATIONAL,ATS-Panel-HN-34,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HN-34,ATS-HN34,Power,Electrician,2027-02-09,Automatic mains/generator transfer switch,ATSHN3416003,Facilities,"Breakers, Contact Kits",Schneider Electric,
836,OPERATIONAL,CRAC-Unit-HN-34,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HN-34,CRAC-HN34,Cooling,HVAC Technician,2028-05-12,Precision cooling for IT spaces,CRACHN3427109,Facilities,"Filters, Compressor Kits",Vertiv,
837,OPERATIONAL,Generator-HN-34,Cummins C275D5 Backup Generator,North,,Generator Yard - HN-34,GEN-HN34,Power,Electrician,2027-01-30,Standby diesel generator set,GENHN3450283,Facilities,"Filters, Starter Batteries",Cummins,
838,OPERATIONAL,Visitor-Kiosk-HN-34,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HN-34,KSK-HN34,Security,Security Officer,2027-07-19,Visitor registration and facial verification terminal,KSKHN3432372,Security Operations,"Touch Panel, Camera Module",ZKTeco,
839,OPERATIONAL,Loading-Bay-Camera-HN-34,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HN-34,CCTV-HN34,Security,Security Officer,2030-04-25,High-resolution loading dock surveillance camera,CCTVHN3423937,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
840,OPERATIONAL,Microwave-Radio-HN-34,Ceragon IP-20C Microwave Radio,North,,Roof - HN-34,MWR-HN34,Network Equipment,Field Technician,2027-08-22,Roof-top point-to-point backhaul radio,MWRHN3490691,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
841,OPERATIONAL,Fiber-Patch-Panel-HN-34,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HN-34,FPP-HN34,Cabling,Cabling Technician,2028-03-27,Structured fiber distribution panel,FPPHN3436560,Infrastructure,"LC Connectors, Adapter Packs",Corning,
842,OPERATIONAL,Edge-Switch-HN-34,Cisco Catalyst 9300 Edge Switch,North,,IDF Room 2 - HN-34,ESW-HN34,Network Equipment,Network Engineer,2029-05-22,Edge switch for floor distribution,ESWHN3498918,Network Operations,"Power Supplies, SFP Modules",Cisco,
843,OPERATIONAL,5G-Antenna-HN-34,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HN-34,ANT-HN34,Cellular Equipment,Field Technician,2029-04-03,5G radio antenna system,ANTHN3485493,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
844,OPERATIONAL,Baseband-Unit-HN-34,Nokia AirScale Baseband Unit,North,,Base Station - HN-34,BBU-HN34,Cellular Equipment,Field Technician,2030-01-22,Baseband processing for radio access network,BBUHN3437948,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
845,OPERATIONAL,Radio-Unit-HN-34,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HN-34,Antenna Array - HN-34,RRU-HN34,Cellular Equipment,Field Technician,2027-04-04,Remote radio head for sector coverage,RRUHN3425826,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
846,OPERATIONAL,Sensor-Gateway-HN-34,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HN-34,IOT-HN34,IoT,Facilities Supervisor,2028-07-14,Environmental and utility sensor concentrator,IOTHN3464415,Facilities,"Antenna Kit, DIN Clips",Advantech,
847,OPERATIONAL,WiFi-Controller-HN-34,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HN-34,WLC-HN34,Network Equipment,Network Engineer,2027-12-11,Centralized wireless controller,WLCHN3482536,Network Operations,"Power Supplies, SSDs",Cisco,
848,OPERATIONAL,Access-Point-HN-34,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HN-34,Office Floor 2 - HN-34,AP-HN34,Network Equipment,Network Engineer,2027-12-04,Wi-Fi 6 indoor wireless access point,APHN3486282,Network Operations,"Mounting Kit, PoE Injector",Aruba,
849,OPERATIONAL,AI-Analytics-Server-HN-34,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HN-34,AIS-HN34,Servers,AI Specialist,2027-03-25,Accelerated AI processing node,AISHN3492863,AI Operations,"GPUs, NVLink Cables",NVIDIA,
850,OPERATIONAL,Monitoring-Appliance-HN-34,Fluke OptiView XG Network Monitoring Appliance,North,Monitoring-System-HN-34,Workshop - HN-34,NMA-HN34,Network Equipment,Network Engineer,2030-06-08,Portable and fixed network diagnostics appliance,NMAHN3473827,Network Operations,"SFP Modules, SSDs",Fluke,
851,OPERATIONAL,Monitoring-System-HCM-35,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - HCM-35,MON-HCM35,Network Equipment,Network Engineer,2027-06-15,Central site monitoring appliance,MONHCM3533516,Network Operations,"Power Supplies, SSDs",SolarWinds,
852,OPERATIONAL,Core-Router-HCM-35,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - HCM-35,RTR-HCM35,Network Equipment,Network Engineer,2027-07-02,Core network routing platform,RTRHCM3587821,Network Operations,"Line Cards, Power Supplies",Cisco,
853,OPERATIONAL,Security-VMS-Server-HCM-35,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - HCM-35,VMS-HCM35,Security,Security Officer,2028-08-04,Video management and recording server,VMSHCM3572391,Security Operations,"RAID Drives, PSUs",Milestone,
854,OPERATIONAL,Virtualization-Host-HCM-35,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - HCM-35,SRV-HCM35,Servers,System Administrator,2030-11-18,Virtualization compute cluster node,SRVHCM3528754,Server Operations,"RAM, NVMe Drives",Dell,
855,OPERATIONAL,Storage-Array-HCM-35,NetApp AFF A250 Storage Array,South,,Server Room B - HCM-35,SAN-HCM35,Storage,Storage Administrator,2030-08-03,Shared storage array for critical workloads,SANHCM3569037,Server Operations,"SSDs, Controllers",NetApp,
856,OPERATIONAL,Access-Switch-HCM-35,Juniper EX4300 Access Switch,South,,Network Closet - HCM-35,SW-HCM35,Network Equipment,Network Engineer,2029-04-23,Access layer switch for wired users,SWHCM3532878,Network Operations,"Transceivers, Fans",Juniper,
857,OPERATIONAL,Access-Control-Panel-HCM-35,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - HCM-35,ACP-HCM35,Security,Security Officer,2030-06-04,Door access control and credential management,ACPHCM3588154,Security Operations,"Power Supply, Readers",Paxton,
858,OPERATIONAL,NVR-HCM-35,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - HCM-35,NVR-HCM35,Security,Security Officer,2028-01-04,Central CCTV recording system,NVRHCM3590222,Security Operations,"Hard Drives, Fans",Hikvision,
859,OPERATIONAL,UPS-HCM-35,APC Smart-UPS SRT 3000VA,South,,UPS Room - HCM-35,UPS-HCM35,Power,Electrician,2027-06-30,Online double-conversion UPS,UPSHCM3555593,Facilities,"Batteries, Fan Kits",APC,
860,OPERATIONAL,ATS-Panel-HCM-35,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - HCM-35,ATS-HCM35,Power,Electrician,2029-05-07,Automatic mains/generator transfer switch,ATSHCM3525401,Facilities,"Breakers, Contact Kits",Schneider Electric,
861,STANDBY,CRAC-Unit-HCM-35,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - HCM-35,CRAC-HCM35,Cooling,HVAC Technician,2029-12-21,Precision cooling for IT spaces,CRACHCM3591123,Facilities,"Filters, Compressor Kits",Vertiv,
862,DOWN,Generator-HCM-35,Cummins C275D5 Backup Generator,South,,Generator Yard - HCM-35,GEN-HCM35,Power,Electrician,2029-01-11,Standby diesel generator set,GENHCM3576524,Facilities,"Filters, Starter Batteries",Cummins,
863,OPERATIONAL,Visitor-Kiosk-HCM-35,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - HCM-35,KSK-HCM35,Security,Security Officer,2028-03-25,Visitor registration and facial verification terminal,KSKHCM3592111,Security Operations,"Touch Panel, Camera Module",ZKTeco,
864,OPERATIONAL,Loading-Bay-Camera-HCM-35,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - HCM-35,CCTV-HCM35,Security,Security Officer,2030-09-12,High-resolution loading dock surveillance camera,CCTVHCM3516955,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
865,OPERATIONAL,Microwave-Radio-HCM-35,Ceragon IP-20C Microwave Radio,South,,Roof - HCM-35,MWR-HCM35,Network Equipment,Field Technician,2028-02-01,Roof-top point-to-point backhaul radio,MWRHCM3529558,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
866,MAINTENANCE,Fiber-Patch-Panel-HCM-35,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - HCM-35,FPP-HCM35,Cabling,Cabling Technician,2030-11-04,Structured fiber distribution panel,FPPHCM3572182,Infrastructure,"LC Connectors, Adapter Packs",Corning,
867,OPERATIONAL,Edge-Switch-HCM-35,Cisco Catalyst 9300 Edge Switch,South,Core-Router-HCM-35,IDF Room 2 - HCM-35,ESW-HCM35,Network Equipment,Network Engineer,2027-11-24,Edge switch for floor distribution,ESWHCM3594523,Network Operations,"Power Supplies, SFP Modules",Cisco,
868,OPERATIONAL,5G-Antenna-HCM-35,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - HCM-35,ANT-HCM35,Cellular Equipment,Field Technician,2029-01-15,5G radio antenna system,ANTHCM3553816,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
869,MAINTENANCE,Baseband-Unit-HCM-35,Nokia AirScale Baseband Unit,South,,Base Station - HCM-35,BBU-HCM35,Cellular Equipment,Field Technician,2030-06-17,Baseband processing for radio access network,BBUHCM3515677,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,VN Facilities Services
870,OPERATIONAL,Radio-Unit-HCM-35,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-HCM-35,Antenna Array - HCM-35,RRU-HCM35,Cellular Equipment,Field Technician,2030-01-05,Remote radio head for sector coverage,RRUHCM3573577,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
871,OPERATIONAL,Sensor-Gateway-HCM-35,Advantech WISE-6610 IoT Gateway,South,,Storage Room - HCM-35,IOT-HCM35,IoT,Facilities Supervisor,2029-11-20,Environmental and utility sensor concentrator,IOTHCM3540841,Facilities,"Antenna Kit, DIN Clips",Advantech,
872,OPERATIONAL,WiFi-Controller-HCM-35,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - HCM-35,WLC-HCM35,Network Equipment,Network Engineer,2029-06-29,Centralized wireless controller,WLCHCM3552725,Network Operations,"Power Supplies, SSDs",Cisco,
873,OPERATIONAL,Access-Point-HCM-35,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-HCM-35,Office Floor 2 - HCM-35,AP-HCM35,Network Equipment,Network Engineer,2029-05-08,Wi-Fi 6 indoor wireless access point,APHCM3598716,Network Operations,"Mounting Kit, PoE Injector",Aruba,
874,OPERATIONAL,AI-Analytics-Server-HCM-35,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - HCM-35,AIS-HCM35,Servers,AI Specialist,2028-10-29,Accelerated AI processing node,AISHCM3524435,AI Operations,"GPUs, NVLink Cables",NVIDIA,
875,OPERATIONAL,Monitoring-Appliance-HCM-35,Fluke OptiView XG Network Monitoring Appliance,South,Monitoring-System-HCM-35,Workshop - HCM-35,NMA-HCM35,Network Equipment,Network Engineer,2028-10-29,Portable and fixed network diagnostics appliance,NMAHCM3564079,Network Operations,"SFP Modules, SSDs",Fluke,
876,OPERATIONAL,Monitoring-System-HCM-36,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - HCM-36,MON-HCM36,Network Equipment,Network Engineer,2028-02-14,Central site monitoring appliance,MONHCM3638922,Network Operations,"Power Supplies, SSDs",SolarWinds,
877,OPERATIONAL,Core-Router-HCM-36,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - HCM-36,RTR-HCM36,Network Equipment,Network Engineer,2027-05-31,Core network routing platform,RTRHCM3673492,Network Operations,"Line Cards, Power Supplies",Cisco,
878,DOWN,Security-VMS-Server-HCM-36,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - HCM-36,VMS-HCM36,Security,Security Officer,2027-04-22,Video management and recording server,VMSHCM3628997,Security Operations,"RAID Drives, PSUs",Milestone,
879,COMMISSIONING,Virtualization-Host-HCM-36,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - HCM-36,SRV-HCM36,Servers,System Administrator,2028-03-18,Virtualization compute cluster node,SRVHCM3669636,Server Operations,"RAM, NVMe Drives",Dell,Red River Power Co.
880,OPERATIONAL,Storage-Array-HCM-36,NetApp AFF A250 Storage Array,South,,Server Room B - HCM-36,SAN-HCM36,Storage,Storage Administrator,2027-10-07,Shared storage array for critical workloads,SANHCM3635448,Server Operations,"SSDs, Controllers",NetApp,
881,OPERATIONAL,Access-Switch-HCM-36,Juniper EX4300 Access Switch,South,,Network Closet - HCM-36,SW-HCM36,Network Equipment,Network Engineer,2030-07-18,Access layer switch for wired users,SWHCM3645349,Network Operations,"Transceivers, Fans",Juniper,
882,OPERATIONAL,Access-Control-Panel-HCM-36,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - HCM-36,ACP-HCM36,Security,Security Officer,2028-02-19,Door access control and credential management,ACPHCM3614206,Security Operations,"Power Supply, Readers",Paxton,
883,OPERATIONAL,NVR-HCM-36,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - HCM-36,NVR-HCM36,Security,Security Officer,2030-11-18,Central CCTV recording system,NVRHCM3646779,Security Operations,"Hard Drives, Fans",Hikvision,
884,OPERATIONAL,UPS-HCM-36,APC Smart-UPS SRT 3000VA,South,,UPS Room - HCM-36,UPS-HCM36,Power,Electrician,2027-10-07,Online double-conversion UPS,UPSHCM3664817,Facilities,"Batteries, Fan Kits",APC,
885,OPERATIONAL,ATS-Panel-HCM-36,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - HCM-36,ATS-HCM36,Power,Electrician,2027-12-17,Automatic mains/generator transfer switch,ATSHCM3648687,Facilities,"Breakers, Contact Kits",Schneider Electric,
886,OPERATIONAL,CRAC-Unit-HCM-36,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - HCM-36,CRAC-HCM36,Cooling,HVAC Technician,2030-05-21,Precision cooling for IT spaces,CRACHCM3693623,Facilities,"Filters, Compressor Kits",Vertiv,
887,DOWN,Generator-HCM-36,Cummins C275D5 Backup Generator,South,,Generator Yard - HCM-36,GEN-HCM36,Power,Electrician,2030-06-06,Standby diesel generator set,GENHCM3682450,Facilities,"Filters, Starter Batteries",Cummins,
888,OPERATIONAL,Visitor-Kiosk-HCM-36,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - HCM-36,KSK-HCM36,Security,Security Officer,2028-04-15,Visitor registration and facial verification terminal,KSKHCM3678389,Security Operations,"Touch Panel, Camera Module",ZKTeco,
889,DOWN,Loading-Bay-Camera-HCM-36,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - HCM-36,CCTV-HCM36,Security,Security Officer,2029-09-28,High-resolution loading dock surveillance camera,CCTVHCM3638369,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
890,OPERATIONAL,Microwave-Radio-HCM-36,Ceragon IP-20C Microwave Radio,South,,Roof - HCM-36,MWR-HCM36,Network Equipment,Field Technician,2030-04-26,Roof-top point-to-point backhaul radio,MWRHCM3670655,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
891,OPERATIONAL,Fiber-Patch-Panel-HCM-36,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - HCM-36,FPP-HCM36,Cabling,Cabling Technician,2028-07-25,Structured fiber distribution panel,FPPHCM3666113,Infrastructure,"LC Connectors, Adapter Packs",Corning,
892,OPERATIONAL,Edge-Switch-HCM-36,Cisco Catalyst 9300 Edge Switch,South,Core-Router-HCM-36,IDF Room 2 - HCM-36,ESW-HCM36,Network Equipment,Network Engineer,2028-05-20,Edge switch for floor distribution,ESWHCM3639151,Network Operations,"Power Supplies, SFP Modules",Cisco,
893,COMMISSIONING,5G-Antenna-HCM-36,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - HCM-36,ANT-HCM36,Cellular Equipment,Field Technician,2030-04-26,5G radio antenna system,ANTHCM3610665,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,VN Facilities Services
