name,address,parent_location,vendors,contractors
Storage Room - HCM-20,"240 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-20,"Aruba, Dell, Hikvision",
Office Floor 1 - HCM-20,"240 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-20,"Cisco, APC, Ericsson",
Office Floor 2 - HCM-20,"240 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-20,"Vertiv, Aruba, Ericsson",SaiGon MEP Solutions
Lab A - HCM-20,"240 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-20,"Juniper, Paxton, Schneider Electric",
Workshop - HCM-20,"240 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-20,"NVIDIA, Vertiv, Ericsson",
Infrastructure Site - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",,"Schneider Electric, Nokia, Juniper",Red River Power Co.
Network Operations Center (NOC) - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Corning, Juniper, Vertiv",
Security Operations Center (SOC) - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Ericsson, APC, Dell",
Server Room A - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Aruba, Ericsson, Corning",
Server Room B - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Aruba, Dell, Schneider Electric",
Network Closet - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Fortinet, Cisco, Juniper",
Access Control Room - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Paxton, Dell, Aruba",Alpha Secure Systems
Video Surveillance Room - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"APC, Ericsson, Paxton",
UPS Room - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Paxton, Hikvision, Corning",
Electrical Room - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Paxton, Dell, Corning",SaiGon MEP Solutions
HVAC Plant - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Ericsson, Corning, Dell",
Generator Yard - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Nokia, Dell, Aruba",
Reception - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"NVIDIA, Nokia, APC",
Loading Bay - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Nokia, Cisco, Aruba",Metro Cabling Partners
Roof - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Corning, Hikvision, Nokia",
IDF Room 1 - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Office Floor 1 - DN-21,"Corning, Cisco, Vertiv",
IDF Room 2 - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Office Floor 2 - DN-21,"Ericsson, Paxton, Corning",
Telecom Mast - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Roof - DN-21,"Vertiv, Hikvision, Corning",
Base Station - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Telecom Mast - DN-21,"Vertiv, Juniper, NVIDIA",Danang Engineering Works
Antenna Array - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Telecom Mast - DN-21,"Schneider Electric, Vertiv, Aruba",HaNoi Cooling Services
Storage Room - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"APC, NVIDIA, Fortinet",
Office Floor 1 - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Fortinet, APC, Schneider Electric",Red River Power Co.
Office Floor 2 - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Ericsson, Fortinet, Juniper",Danang Engineering Works
Lab A - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Juniper, Paxton, Vertiv",SaiGon MEP Solutions
Workshop - DN-21,"247 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-21,"Cisco, Paxton, Schneider Electric",
Infrastructure Site - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",,"Schneider Electric, Hikvision, Dell",
Network Operations Center (NOC) - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Nokia, NVIDIA, APC",HaNoi Cooling Services
Security Operations Center (SOC) - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Vertiv, Ericsson, Fortinet",
Server Room A - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Paxton, Vertiv, Cisco",Mekong Telecom Services
Server Room B - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Ericsson, Vertiv, Hikvision",Red River Power Co.
Network Closet - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Cisco, Fortinet, Paxton",
Access Control Room - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Fortinet, Corning, Aruba",
Video Surveillance Room - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Ericsson, Cisco, Juniper",
UPS Room - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Paxton, NVIDIA, APC",
Electrical Room - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"APC, Cisco, Schneider Electric",Alpha Secure Systems
HVAC Plant - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"APC, Ericsson, Paxton",Danang Engineering Works
Generator Yard - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Aruba, Ericsson, Paxton",
Reception - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Nokia, Corning, Fortinet",SaiGon MEP Solutions
Loading Bay - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Schneider Electric, APC, Aruba",
Roof - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"APC, Aruba, Dell",Mekong Telecom Services
IDF Room 1 - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Office Floor 1 - HP-22,"Ericsson, Cisco, Aruba",Red River Power Co.
IDF Room 2 - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Office Floor 2 - HP-22,"Aruba, Vertiv, Ericsson",
Telecom Mast - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Roof - HP-22,"Nokia, Ericsson, Dell",Red River Power Co.
Base Station - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Telecom Mast - HP-22,"Dell, Schneider Electric, Nokia",
Antenna Array - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Telecom Mast - HP-22,"Paxton, Nokia, APC",
Storage Room - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Ericsson, Fortinet, Vertiv",
Office Floor 1 - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Paxton, Vertiv, Cisco",
Office Floor 2 - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Corning, Juniper, Schneider Electric",
Lab A - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Aruba, NVIDIA, Fortinet",
Workshop - HP-22,"254 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-22,"Nokia, Vertiv, Paxton",
Infrastructure Site - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",,"Aruba, Fortinet, Nokia",
Network Operations Center (NOC) - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"NVIDIA, Cisco, Nokia",
Security Operations Center (SOC) - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Ericsson, Corning, NVIDIA",
Server Room A - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Fortinet, Schneider Electric, Dell",
Server Room B - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Hikvision, Cisco, Nokia",
Network Closet - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Juniper, Hikvision, Cisco",
Access Control Room - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Schneider Electric, Dell, Fortinet",
Video Surveillance Room - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Schneider Electric, Ericsson, Nokia",
UPS Room - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Fortinet, NVIDIA, Aruba",HaNoi Cooling Services
Electrical Room - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Ericsson, Hikvision, Fortinet",Danang Engineering Works
HVAC Plant - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Ericsson, Schneider Electric, APC",
Generator Yard - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Vertiv, Ericsson, APC",
Reception - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Corning, Aruba, NVIDIA",
Loading Bay - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Aruba, NVIDIA, Paxton",
Roof - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Hikvision, Fortinet, Paxton",
IDF Room 1 - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Office Floor 1 - CT-23,"Hikvision, Paxton, Aruba",
IDF Room 2 - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Office Floor 2 - CT-23,"NVIDIA, Fortinet, Vertiv",Red River Power Co.
Telecom Mast - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Roof - CT-23,"Ericsson, Aruba, NVIDIA",SaiGon MEP Solutions
Base Station - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Telecom Mast - CT-23,"Nokia, Corning, Ericsson",
Antenna Array - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Telecom Mast - CT-23,"Schneider Electric, APC, Dell",Metro Cabling Partners
Storage Room - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"NVIDIA, Juniper, APC",
Office Floor 1 - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Corning, Paxton, NVIDIA",
Office Floor 2 - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Hikvision, Ericsson, Paxton",
Lab A - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"NVIDIA, Paxton, Dell",Alpha Secure Systems
Workshop - CT-23,"261 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-23,"Hikvision, Cisco, Corning",
Infrastructure Site - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",,"Hikvision, Corning, Fortinet",Mekong Telecom Services
Network Operations Center (NOC) - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"APC, NVIDIA, Vertiv",HaNoi Cooling Services
Security Operations Center (SOC) - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Cisco, Ericsson, Dell",
Server Room A - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Vertiv, Fortinet, Corning",Metro Cabling Partners
Server Room B - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"APC, Paxton, Corning",SaiGon MEP Solutions
Network Closet - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Corning, Nokia, Hikvision",
Access Control Room - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"NVIDIA, Cisco, Dell",
Video Surveillance Room - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Fortinet, Dell, Cisco",
UPS Room - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Schneider Electric, Aruba, Vertiv",Metro Cabling Partners
Electrical Room - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Cisco, Fortinet, Paxton",
HVAC Plant - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Juniper, APC, Paxton",
Generator Yard - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Corning, Ericsson, Aruba",
Reception - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Dell, Ericsson, Vertiv",SaiGon MEP Solutions
Loading Bay - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"APC, Dell, NVIDIA",
Roof - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Paxton, NVIDIA, Dell",Red River Power Co.
IDF Room 1 - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Office Floor 1 - BD-24,"Aruba, Paxton, Nokia",
IDF Room 2 - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Office Floor 2 - BD-24,"Hikvision, Dell, Nokia",
Telecom Mast - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Roof - BD-24,"Schneider Electric, Fortinet, Ericsson",Mekong Telecom Services
Base Station - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Telecom Mast - BD-24,"Corning, Juniper, Dell",
Antenna Array - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Telecom Mast - BD-24,"Vertiv, APC, Hikvision",Mekong Telecom Services
Storage Room - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Hikvision, Vertiv, Paxton",
Office Floor 1 - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Paxton, Nokia, NVIDIA",
Office Floor 2 - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Paxton, Corning, APC",
Lab A - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Cisco, Corning, Juniper",
Workshop - BD-24,"268 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-24,"Dell, Schneider Electric, Corning",
Infrastructure Site - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",,"NVIDIA, Aruba, Paxton",
Network Operations Center (NOC) - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Corning, Paxton, APC",
Security Operations Center (SOC) - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Hikvision, Dell, Vertiv",Red River Power Co.
Server Room A - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Schneider Electric, NVIDIA, Ericsson",
Server Room B - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Aruba, Ericsson, Corning",
Network Closet - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Aruba, Hikvision, Corning",
Access Control Room - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Fortinet, Aruba, Juniper",
Video Surveillance Room - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Ericsson, NVIDIA, APC",SaiGon MEP Solutions
UPS Room - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Cisco, Ericsson, Aruba",HaNoi Cooling Services
Electrical Room - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Dell, APC, Ericsson",
HVAC Plant - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Corning, Hikvision, NVIDIA",
Generator Yard - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Juniper, Ericsson, Vertiv",
Reception - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Vertiv, Dell, Ericsson",
Loading Bay - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Nokia, Cisco, Ericsson",
Roof - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Aruba, Paxton, NVIDIA",Metro Cabling Partners
IDF Room 1 - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Office Floor 1 - HN-25,"Fortinet, Cisco, NVIDIA",SaiGon MEP Solutions
IDF Room 2 - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Office Floor 2 - HN-25,"Cisco, Schneider Electric, APC",
Telecom Mast - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Roof - HN-25,"Ericsson, Cisco, Juniper",
Base Station - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Telecom Mast - HN-25,"Vertiv, Cisco, Paxton",
Antenna Array - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Telecom Mast - HN-25,"Aruba, Dell, Corning",
Storage Room - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Corning, Schneider Electric, APC",
Office Floor 1 - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Schneider Electric, Vertiv, Fortinet",
Office Floor 2 - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Corning, Fortinet, Ericsson",Red River Power Co.
Lab A - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Juniper, Dell, Ericsson",
Workshop - HN-25,"275 Phạm Hùng, Cầu Giấy, Hà Nội, Vietnam",Infrastructure Site - HN-25,"Dell, NVIDIA, Hikvision",
Infrastructure Site - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",,"Aruba, Cisco, Paxton",
Network Operations Center (NOC) - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"NVIDIA, Ericsson, Schneider Electric",
Security Operations Center (SOC) - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Fortinet, Hikvision, Aruba",
Server Room A - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Dell, Paxton, Hikvision",
Server Room B - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"NVIDIA, Aruba, Juniper",Mekong Telecom Services
Network Closet - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Nokia, Aruba, Cisco",SaiGon MEP Solutions
Access Control Room - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Juniper, Nokia, Cisco",
Video Surveillance Room - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Corning, NVIDIA, Cisco",VN Facilities Services
UPS Room - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Schneider Electric, Vertiv, Hikvision",
Electrical Room - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Aruba, Fortinet, Cisco",Metro Cabling Partners
HVAC Plant - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Hikvision, NVIDIA, Nokia",Red River Power Co.
Generator Yard - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Hikvision, Paxton, Dell",
Reception - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Ericsson, Hikvision, Schneider Electric",VN Facilities Services
Loading Bay - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Ericsson, Nokia, NVIDIA",
Roof - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Corning, Fortinet, Schneider Electric",
IDF Room 1 - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Office Floor 1 - HN-26,"Cisco, APC, Corning",
IDF Room 2 - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Office Floor 2 - HN-26,"Aruba, Ericsson, APC",
Telecom Mast - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Roof - HN-26,"Schneider Electric, Dell, Paxton",
Base Station - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Telecom Mast - HN-26,"Aruba, Ericsson, Vertiv",Alpha Secure Systems
Antenna Array - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Telecom Mast - HN-26,"Paxton, NVIDIA, Dell",
Storage Room - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Cisco, Ericsson, Schneider Electric",
Office Floor 1 - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Ericsson, Fortinet, Dell",
Office Floor 2 - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Paxton, Hikvision, APC",
Lab A - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Vertiv, APC, Juniper",
Workshop - HN-26,"282 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-26,"Fortinet, Hikvision, Cisco",VN Facilities Services
Infrastructure Site - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",,"Fortinet, Juniper, Hikvision",
Network Operations Center (NOC) - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Nokia, NVIDIA, Corning",
Security Operations Center (SOC) - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Vertiv, Hikvision, APC",VN Facilities Services
Server Room A - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Hikvision, Fortinet, NVIDIA",Danang Engineering Works
Server Room B - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Hikvision, NVIDIA, Nokia",
Network Closet - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Schneider Electric, Hikvision, Ericsson",Metro Cabling Partners
Access Control Room - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Schneider Electric, Vertiv, Ericsson",
Video Surveillance Room - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Paxton, Fortinet, APC",
UPS Room - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Vertiv, Fortinet, Juniper",
Electrical Room - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"NVIDIA, Vertiv, APC",
HVAC Plant - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"APC, Fortinet, Schneider Electric",Alpha Secure Systems
Generator Yard - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"NVIDIA, Dell, Cisco",Mekong Telecom Services
Reception - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Paxton, Dell, Hikvision",Mekong Telecom Services
Loading Bay - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Nokia, Hikvision, Vertiv",
Roof - HCM-27,"289 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-27,"Corning, APC, Paxton",
